ts,value,host,itemkey
1755538609,0.647885,Zabbix server,"system.cpu.util[,system]"
1755538669,0.62301,Zabbix server,"system.cpu.util[,system]"
1755538729,0.679753,Zabbix server,"system.cpu.util[,system]"
1755538789,2.606963,Zabbix server,"system.cpu.util[,system]"
1755538849,0.635278,Zabbix server,"system.cpu.util[,system]"
1755538909,0.632823,Zabbix server,"system.cpu.util[,system]"
1755538969,0.708775,Zabbix server,"system.cpu.util[,system]"
1755539029,0.488152,Zabbix server,"system.cpu.util[,system]"
1755539089,0.631441,Zabbix server,"system.cpu.util[,system]"
1755539149,0.577753,Zabbix server,"system.cpu.util[,system]"
1755539209,0.531308,Zabbix server,"system.cpu.util[,system]"
1755539269,0.61731,Zabbix server,"system.cpu.util[,system]"
1755539329,0.812533,Zabbix server,"system.cpu.util[,system]"
1755539389,0.502954,Zabbix server,"system.cpu.util[,system]"
1755539449,0.624557,Zabbix server,"system.cpu.util[,system]"
1755539509,0.568665,Zabbix server,"system.cpu.util[,system]"
1755539569,0.769877,Zabbix server,"system.cpu.util[,system]"
1755539629,0.498684,Zabbix server,"system.cpu.util[,system]"
1755539689,0.745853,Zabbix server,"system.cpu.util[,system]"
1755539749,2.893006,Zabbix server,"system.cpu.util[,system]"
1755539809,0.61858,Zabbix server,"system.cpu.util[,system]"
1755539869,0.635057,Zabbix server,"system.cpu.util[,system]"
1755539929,0.566043,Zabbix server,"system.cpu.util[,system]"
1755539989,0.859132,Zabbix server,"system.cpu.util[,system]"
1755540049,0.68145,Zabbix server,"system.cpu.util[,system]"
1755540109,1.540553,Zabbix server,"system.cpu.util[,system]"
1755540169,1.310224,Zabbix server,"system.cpu.util[,system]"
1755540229,0.624894,Zabbix server,"system.cpu.util[,system]"
1755540289,0.469157,Zabbix server,"system.cpu.util[,system]"
1755540349,0.326902,Zabbix server,"system.cpu.util[,system]"
1755540409,0.369148,Zabbix server,"system.cpu.util[,system]"
1755540469,0.630474,Zabbix server,"system.cpu.util[,system]"
1755540529,0.574681,Zabbix server,"system.cpu.util[,system]"
1755540589,0.420732,Zabbix server,"system.cpu.util[,system]"
1755540649,0.427797,Zabbix server,"system.cpu.util[,system]"
1755540709,0.510126,Zabbix server,"system.cpu.util[,system]"
1755540769,0.549849,Zabbix server,"system.cpu.util[,system]"
1755540829,0.47711,Zabbix server,"system.cpu.util[,system]"
1755540889,0.317181,Zabbix server,"system.cpu.util[,system]"
1755540949,0.292369,Zabbix server,"system.cpu.util[,system]"
1755541009,0.299858,Zabbix server,"system.cpu.util[,system]"
1755541069,1.012719,Zabbix server,"system.cpu.util[,system]"
1755541129,2.057458,Zabbix server,"system.cpu.util[,system]"
1755541189,0.357337,Zabbix server,"system.cpu.util[,system]"
1755541249,0.325887,Zabbix server,"system.cpu.util[,system]"
1755541309,0.316624,Zabbix server,"system.cpu.util[,system]"
1755541369,0.378968,Zabbix server,"system.cpu.util[,system]"
1755541429,0.367817,Zabbix server,"system.cpu.util[,system]"
1755541489,0.303368,Zabbix server,"system.cpu.util[,system]"
1755541549,0.3391,Zabbix server,"system.cpu.util[,system]"
1755541609,0.361818,Zabbix server,"system.cpu.util[,system]"
1755541669,0.349872,Zabbix server,"system.cpu.util[,system]"
1755541729,2.705402,Zabbix server,"system.cpu.util[,system]"
1755541789,0.78645,Zabbix server,"system.cpu.util[,system]"
1755541849,0.723603,Zabbix server,"system.cpu.util[,system]"
1755541909,1.400599,Zabbix server,"system.cpu.util[,system]"
1755541969,1.103909,Zabbix server,"system.cpu.util[,system]"
1755542029,0.352,Zabbix server,"system.cpu.util[,system]"
1755542089,0.295949,Zabbix server,"system.cpu.util[,system]"
1755542149,0.390963,Zabbix server,"system.cpu.util[,system]"
1755542209,0.96934,Zabbix server,"system.cpu.util[,system]"
1755542269,0.319101,Zabbix server,"system.cpu.util[,system]"
1755542329,0.293667,Zabbix server,"system.cpu.util[,system]"
1755542389,0.295854,Zabbix server,"system.cpu.util[,system]"
1755542449,0.286569,Zabbix server,"system.cpu.util[,system]"
1755542509,0.345847,Zabbix server,"system.cpu.util[,system]"
1755542569,0.987361,Zabbix server,"system.cpu.util[,system]"
1755542629,0.298,Zabbix server,"system.cpu.util[,system]"
1755542689,0.317398,Zabbix server,"system.cpu.util[,system]"
1755542749,0.344789,Zabbix server,"system.cpu.util[,system]"
1755542809,1.433281,Zabbix server,"system.cpu.util[,system]"
1755542869,0.313616,Zabbix server,"system.cpu.util[,system]"
1755542929,0.371026,Zabbix server,"system.cpu.util[,system]"
1755542989,0.295429,Zabbix server,"system.cpu.util[,system]"
1755543049,0.407871,Zabbix server,"system.cpu.util[,system]"
1755543109,0.319301,Zabbix server,"system.cpu.util[,system]"
1755543169,0.434838,Zabbix server,"system.cpu.util[,system]"
1755543229,0.343039,Zabbix server,"system.cpu.util[,system]"
1755543289,0.600575,Zabbix server,"system.cpu.util[,system]"
