ts,value,host,itemkey
1755535998,0.313336,Prometheus,"system.cpu.util[,system]"
1755536058,0.289722,Prometheus,"system.cpu.util[,system]"
1755536118,0.376134,Prometheus,"system.cpu.util[,system]"
1755536234,0.387257,Prometheus,"system.cpu.util[,system]"
1755536238,0.458877,Prometheus,"system.cpu.util[,system]"
1755536298,0.571652,Prometheus,"system.cpu.util[,system]"
1755536358,1.096556,Prometheus,"system.cpu.util[,system]"
1755536418,0.630015,Prometheus,"system.cpu.util[,system]"
1755536478,0.475739,Prometheus,"system.cpu.util[,system]"
1755536538,0.69704,Prometheus,"system.cpu.util[,system]"
1755536598,0.635463,Prometheus,"system.cpu.util[,system]"
1755536658,0.858681,Prometheus,"system.cpu.util[,system]"
1755536718,0.750003,Prometheus,"system.cpu.util[,system]"
1755536778,0.963656,Prometheus,"system.cpu.util[,system]"
1755536838,0.619139,Prometheus,"system.cpu.util[,system]"
1755536898,0.657758,Prometheus,"system.cpu.util[,system]"
1755536958,1.000717,Prometheus,"system.cpu.util[,system]"
1755537018,0.556641,Prometheus,"system.cpu.util[,system]"
1755537078,0.649904,Prometheus,"system.cpu.util[,system]"
1755537138,0.704962,Prometheus,"system.cpu.util[,system]"
1755537198,0.56781,Prometheus,"system.cpu.util[,system]"
1755537258,0.720308,Prometheus,"system.cpu.util[,system]"
1755537318,0.513171,Prometheus,"system.cpu.util[,system]"
1755537378,0.908476,Prometheus,"system.cpu.util[,system]"
1755537438,1.338889,Prometheus,"system.cpu.util[,system]"
1755537498,0.806246,Prometheus,"system.cpu.util[,system]"
1755537558,0.835765,Prometheus,"system.cpu.util[,system]"
1755537618,0.852894,Prometheus,"system.cpu.util[,system]"
1755537678,1.011514,Prometheus,"system.cpu.util[,system]"
1755537738,4.329054,Prometheus,"system.cpu.util[,system]"
1755537798,1.78224,Prometheus,"system.cpu.util[,system]"
1755537858,0.859296,Prometheus,"system.cpu.util[,system]"
1755537918,0.769847,Prometheus,"system.cpu.util[,system]"
1755537978,0.974673,Prometheus,"system.cpu.util[,system]"
1755538038,0.793879,Prometheus,"system.cpu.util[,system]"
1755538098,0.487167,Prometheus,"system.cpu.util[,system]"
1755538158,0.746258,Prometheus,"system.cpu.util[,system]"
1755538218,0.59353,Prometheus,"system.cpu.util[,system]"
1755538278,0.633595,Prometheus,"system.cpu.util[,system]"
1755538338,4.027358,Prometheus,"system.cpu.util[,system]"
1755538398,0.490912,Prometheus,"system.cpu.util[,system]"
1755538458,0.66261,Prometheus,"system.cpu.util[,system]"
1755538518,0.91234,Prometheus,"system.cpu.util[,system]"
1755538578,0.698976,Prometheus,"system.cpu.util[,system]"
1755538638,0.613463,Prometheus,"system.cpu.util[,system]"
1755538698,0.491069,Prometheus,"system.cpu.util[,system]"
1755538758,2.714995,Prometheus,"system.cpu.util[,system]"
1755538818,0.701957,Prometheus,"system.cpu.util[,system]"
1755538878,0.652162,Prometheus,"system.cpu.util[,system]"
1755538938,0.583682,Prometheus,"system.cpu.util[,system]"
1755538998,0.659132,Prometheus,"system.cpu.util[,system]"
1755539058,0.567611,Prometheus,"system.cpu.util[,system]"
1755539118,0.604864,Prometheus,"system.cpu.util[,system]"
1755539178,0.544409,Prometheus,"system.cpu.util[,system]"
1755539238,0.575928,Prometheus,"system.cpu.util[,system]"
1755539298,0.64673,Prometheus,"system.cpu.util[,system]"
1755539358,0.698199,Prometheus,"system.cpu.util[,system]"
1755539418,0.58988,Prometheus,"system.cpu.util[,system]"
1755539478,0.606457,Prometheus,"system.cpu.util[,system]"
1755539538,0.747421,Prometheus,"system.cpu.util[,system]"
1755539598,0.594683,Prometheus,"system.cpu.util[,system]"
1755539658,0.448225,Prometheus,"system.cpu.util[,system]"
1755539718,0.878,Prometheus,"system.cpu.util[,system]"
1755539778,2.766648,Prometheus,"system.cpu.util[,system]"
1755539838,0.63642,Prometheus,"system.cpu.util[,system]"
1755539898,0.703666,Prometheus,"system.cpu.util[,system]"
1755539958,0.620903,Prometheus,"system.cpu.util[,system]"
1755540018,0.752155,Prometheus,"system.cpu.util[,system]"
1755540078,0.673012,Prometheus,"system.cpu.util[,system]"
1755540138,1.784832,Prometheus,"system.cpu.util[,system]"
1755540198,1.048912,Prometheus,"system.cpu.util[,system]"
1755540258,0.624771,Prometheus,"system.cpu.util[,system]"
1755540318,0.313453,Prometheus,"system.cpu.util[,system]"
1755540378,0.370646,Prometheus,"system.cpu.util[,system]"
1755540438,0.55268,Prometheus,"system.cpu.util[,system]"
1755540498,0.548795,Prometheus,"system.cpu.util[,system]"
1755540558,0.481267,Prometheus,"system.cpu.util[,system]"
1755540618,0.456563,Prometheus,"system.cpu.util[,system]"
1755540678,0.374662,Prometheus,"system.cpu.util[,system]"
1755540738,0.609168,Prometheus,"system.cpu.util[,system]"
1755540798,0.413522,Prometheus,"system.cpu.util[,system]"
1755540858,0.456014,Prometheus,"system.cpu.util[,system]"
1755540918,0.31723,Prometheus,"system.cpu.util[,system]"
1755540978,0.288028,Prometheus,"system.cpu.util[,system]"
1755541038,0.381483,Prometheus,"system.cpu.util[,system]"
1755541098,2.170511,Prometheus,"system.cpu.util[,system]"
1755541158,0.360124,Prometheus,"system.cpu.util[,system]"
1755541218,0.306223,Prometheus,"system.cpu.util[,system]"
1755541278,0.339282,Prometheus,"system.cpu.util[,system]"
1755541338,0.351093,Prometheus,"system.cpu.util[,system]"
1755541398,0.384578,Prometheus,"system.cpu.util[,system]"
1755541458,0.303347,Prometheus,"system.cpu.util[,system]"
1755541518,0.344647,Prometheus,"system.cpu.util[,system]"
1755541578,0.337795,Prometheus,"system.cpu.util[,system]"
1755541638,0.342513,Prometheus,"system.cpu.util[,system]"
1755541699,1.578101,Prometheus,"system.cpu.util[,system]"
1755541758,1.860338,Prometheus,"system.cpu.util[,system]"
1755541818,0.345186,Prometheus,"system.cpu.util[,system]"
1755541878,0.861458,Prometheus,"system.cpu.util[,system]"
1755541938,2.001429,Prometheus,"system.cpu.util[,system]"
1755541998,0.452786,Prometheus,"system.cpu.util[,system]"
1755542058,0.308822,Prometheus,"system.cpu.util[,system]"
1755542118,0.349764,Prometheus,"system.cpu.util[,system]"
1755542178,0.38281,Prometheus,"system.cpu.util[,system]"
1755542238,0.942252,Prometheus,"system.cpu.util[,system]"
1755542298,0.284265,Prometheus,"system.cpu.util[,system]"
1755542358,0.318799,Prometheus,"system.cpu.util[,system]"
1755542418,0.27549,Prometheus,"system.cpu.util[,system]"
1755542478,0.30238,Prometheus,"system.cpu.util[,system]"
1755542538,0.997862,Prometheus,"system.cpu.util[,system]"
1755542598,0.331402,Prometheus,"system.cpu.util[,system]"
1755542658,0.309128,Prometheus,"system.cpu.util[,system]"
1755542718,0.32404,Prometheus,"system.cpu.util[,system]"
1755542778,0.342307,Prometheus,"system.cpu.util[,system]"
1755542838,1.395147,Prometheus,"system.cpu.util[,system]"
1755542898,0.306281,Prometheus,"system.cpu.util[,system]"
1755542958,0.396776,Prometheus,"system.cpu.util[,system]"
1755543018,0.327639,Prometheus,"system.cpu.util[,system]"
1755543078,0.37791,Prometheus,"system.cpu.util[,system]"
1755543138,0.437591,Prometheus,"system.cpu.util[,system]"
1755543198,0.3117,Prometheus,"system.cpu.util[,system]"
1755543258,0.367241,Prometheus,"system.cpu.util[,system]"
1755543318,0.642171,Prometheus,"system.cpu.util[,system]"
