ts,value,host,itemkey
1755542750,0.456443,Zabbix server,"system.cpu.util[,user]"
1755542810,0.468361,Zabbix server,"system.cpu.util[,user]"
1755542870,0.328998,Zabbix server,"system.cpu.util[,user]"
1755542930,0.389154,Zabbix server,"system.cpu.util[,user]"
1755542990,0.334462,Zabbix server,"system.cpu.util[,user]"
1755543050,0.44983,Zabbix server,"system.cpu.util[,user]"
1755543110,0.397984,Zabbix server,"system.cpu.util[,user]"
1755543170,0.391202,Zabbix server,"system.cpu.util[,user]"
1755543230,0.338865,Zabbix server,"system.cpu.util[,user]"
1755543290,1.004658,Zabbix server,"system.cpu.util[,user]"
