ts,value,host,itemkey
1755539510,0.567295,Grafana,"system.cpu.util[,system]"
1755539570,0.761425,Grafana,"system.cpu.util[,system]"
1755539630,0.569606,Grafana,"system.cpu.util[,system]"
1755539690,0.681995,Grafana,"system.cpu.util[,system]"
1755539750,2.847,Grafana,"system.cpu.util[,system]"
1755539810,0.615765,Grafana,"system.cpu.util[,system]"
1755539870,0.640625,Grafana,"system.cpu.util[,system]"
1755539930,0.623205,Grafana,"system.cpu.util[,system]"
1755539990,0.793674,Grafana,"system.cpu.util[,system]"
1755540050,0.681517,Grafana,"system.cpu.util[,system]"
1755540110,1.696389,Grafana,"system.cpu.util[,system]"
1755540170,1.189526,Grafana,"system.cpu.util[,system]"
1755540230,0.606335,Grafana,"system.cpu.util[,system]"
1755540290,0.467817,Grafana,"system.cpu.util[,system]"
1755540350,0.33249,Grafana,"system.cpu.util[,system]"
1755540410,0.363151,Grafana,"system.cpu.util[,system]"
1755540470,0.620377,Grafana,"system.cpu.util[,system]"
1755540530,0.573476,Grafana,"system.cpu.util[,system]"
1755540590,0.426388,Grafana,"system.cpu.util[,system]"
1755540650,0.429257,Grafana,"system.cpu.util[,system]"
1755540710,0.508704,Grafana,"system.cpu.util[,system]"
1755540770,0.55123,Grafana,"system.cpu.util[,system]"
1755540830,0.474272,Grafana,"system.cpu.util[,system]"
1755540890,0.315801,Grafana,"system.cpu.util[,system]"
1755540950,0.303465,Grafana,"system.cpu.util[,system]"
1755541010,0.332807,Grafana,"system.cpu.util[,system]"
1755541070,1.201348,Grafana,"system.cpu.util[,system]"
1755541130,1.690801,Grafana,"system.cpu.util[,system]"
1755541190,0.355927,Grafana,"system.cpu.util[,system]"
1755541250,0.32454,Grafana,"system.cpu.util[,system]"
1755541310,0.315505,Grafana,"system.cpu.util[,system]"
1755541370,0.376166,Grafana,"system.cpu.util[,system]"
1755541430,0.373447,Grafana,"system.cpu.util[,system]"
1755541490,0.311648,Grafana,"system.cpu.util[,system]"
1755541550,0.336311,Grafana,"system.cpu.util[,system]"
1755541610,0.364596,Grafana,"system.cpu.util[,system]"
1755541670,0.352754,Grafana,"system.cpu.util[,system]"
1755541730,2.828723,Grafana,"system.cpu.util[,system]"
1755541790,0.682199,Grafana,"system.cpu.util[,system]"
1755541850,0.720804,Grafana,"system.cpu.util[,system]"
1755541910,1.608183,Grafana,"system.cpu.util[,system]"
1755541970,0.926935,Grafana,"system.cpu.util[,system]"
1755542030,0.349191,Grafana,"system.cpu.util[,system]"
1755542090,0.294553,Grafana,"system.cpu.util[,system]"
1755542150,0.384984,Grafana,"system.cpu.util[,system]"
1755542210,0.970709,Grafana,"system.cpu.util[,system]"
1755542270,0.32049,Grafana,"system.cpu.util[,system]"
1755542330,0.292288,Grafana,"system.cpu.util[,system]"
1755542390,0.303391,Grafana,"system.cpu.util[,system]"
1755542450,0.279644,Grafana,"system.cpu.util[,system]"
1755542510,0.345847,Grafana,"system.cpu.util[,system]"
1755542570,0.985951,Grafana,"system.cpu.util[,system]"
1755542630,0.300773,Grafana,"system.cpu.util[,system]"
